timestamp,solar_radiation,temperature,humidity,wind_speed,pressure
2025-06-23,7.4311,26.12,81.31,2.56,101.61
2025-06-24,8.1017,27.69,71.62,2.94,101.62
2025-06-25,7.6046,27.89,74.39,2.18,101.44
2025-06-26,4.6673,22.89,82.26,5.77,101.62
2025-06-27,2.4036,19.88,76.38,6.83,102.13
2025-06-28,6.1757,22.79,88.02,4.29,101.58
2025-06-29,7.4573,25.28,76.63,2.6,101.32
2025-06-30,6.7181,23.65,86.18,2.61,101.35
2025-07-01,6.1085,24.39,90.74,4.3,100.91
2025-07-02,6.0701,23.63,86.19,3.41,100.91
2025-07-03,7.1566,24.5,79.7,3.53,100.97
2025-07-04,7.8559,23.17,73.28,3.17,101.63
2025-07-05,7.7438,23.33,75.92,3.69,101.9
2025-07-06,7.6973,23.99,81.86,5.53,101.66
2025-07-07,5.0076,24.72,91.5,4.29,101.35
2025-07-08,6.9672,25.92,86.78,3.71,101.34
2025-07-09,-999.0,25.76,83.96,3.91,101.37
2025-07-10,4.1311,23.77,89.41,1.8,101.26
2025-07-11,6.7606,24.09,89.24,3.01,101.5
2025-07-12,6.6701,24.11,88.4,3.18,101.69
2025-07-13,4.9879,24.17,87.72,3.98,101.71
2025-07-14,5.761,25.11,90.37,4.55,101.59
2025-07-15,6.4846,25.82,85.79,2.71,101.63
2025-07-16,6.5446,26.38,88.32,3.62,101.46
2025-07-17,6.2762,27.22,84.54,5.71,100.96
2025-07-18,6.745,25.53,66.05,3.91,101.5
2025-07-19,2.628,24.97,78.88,3.39,101.6
2025-07-20,6.6934,26.79,80.49,3.42,100.77
2025-07-21,6.9636,25.44,69.81,3.05,101.08
2025-07-22,6.383,23.02,70.22,4.54,101.84
2025-07-23,6.2614,23.8,65.45,3.89,102.21
2025-07-24,6.3418,24.61,75.86,5.62,101.93
2025-07-25,6.9679,26.42,78.5,5.24,101.27
2025-07-26,6.5774,24.99,71.72,4.42,101.68
2025-07-27,3.3389,24.77,84.73,4.32,101.44
2025-07-28,7.045,27.4,76.3,2.48,101.34
2025-07-29,7.0126,28.14,76.5,3.12,101.38
2025-07-30,6.5014,28.19,74.57,3.2,101.35
2025-07-31,2.6011,26.26,85.1,3.47,101.33
2025-08-01,2.4878,21.62,76.85,6.61,101.92
2025-08-02,6.2822,22.56,68.32,3.0,102.15
2025-08-03,6.8964,22.92,68.12,2.72,101.94
2025-08-04,7.2084,24.21,66.17,2.33,101.91
2025-08-05,5.5459,23.75,82.38,2.29,102.35
2025-08-06,2.4341,22.81,77.61,4.6,102.7
2025-08-07,6.3233,22.38,70.5,5.05,102.54
2025-08-08,6.6502,22.17,61.94,3.8,102.27
2025-08-09,6.9149,22.18,63.03,3.44,102.21
2025-08-10,6.9108,23.58,69.15,3.22,102.2
2025-08-11,-999.0,23.85,73.53,3.97,102.06
2025-08-12,6.7843,24.45,81.58,4.31,101.63
2025-08-13,5.2867,25.25,86.37,4.48,101.09
2025-08-14,5.1382,26.2,80.5,2.16,101.12
2025-08-15,6.3324,25.64,74.29,4.33,101.8
2025-08-16,5.8003,24.4,80.1,3.31,101.82
2025-08-17,6.1106,25.76,80.91,4.99,101.15
2025-08-18,3.0182,22.28,69.26,6.54,101.75
2025-08-19,5.4026,21.55,63.64,5.72,102.05
2025-08-20,1.3558,21.32,84.21,7.63,101.57
2025-08-21,2.4989,20.45,79.67,9.08,101.22
2025-08-22,6.589,21.94,64.0,4.75,101.42
2025-08-23,6.4822,22.03,72.65,5.55,101.67
2025-08-24,4.2355,22.48,82.75,4.95,101.26
2025-08-25,5.6362,23.9,74.98,3.5,100.84
2025-08-26,5.4216,22.11,59.97,3.9,101.43
2025-08-27,5.7874,21.09,59.76,4.78,101.64
2025-08-28,4.7594,21.41,60.86,4.34,101.84
2025-08-29,3.9194,22.05,67.34,4.19,101.34
2025-08-30,5.6554,20.19,56.15,3.39,101.62
2025-08-31,5.3858,20.53,62.63,3.5,102.07
2025-09-01,5.2541,20.66,70.93,3.65,102.18
2025-09-02,5.9119,20.05,75.76,3.45,101.82
2025-09-03,6.0516,19.99,74.09,2.63,101.27
2025-09-04,4.939,20.99,81.65,5.45,101.03
2025-09-05,5.8625,22.67,85.14,4.98,101.15
2025-09-06,3.5062,22.92,90.69,4.51,101.25
2025-09-07,3.1097,19.17,84.28,2.76,101.55
2025-09-08,6.1817,18.95,62.68,3.85,102.27
2025-09-09,5.5327,19.24,69.41,5.38,102.37
2025-09-10,2.5541,19.4,82.15,5.47,101.94
2025-09-11,5.7365,21.08,70.81,2.5,101.75
2025-09-12,5.2536,20.6,74.33,3.24,102.02
2025-09-13,5.3724,20.69,77.72,3.64,101.81
2025-09-14,5.1833,21.16,84.06,2.45,101.57
2025-09-15,4.8948,21.19,79.31,3.47,102.11
2025-09-16,3.4788,20.14,74.73,6.03,102.12
2025-09-17,2.1098,19.77,86.99,5.79,101.63
2025-09-18,5.3275,21.57,83.68,2.77,101.24
2025-09-19,5.3628,22.68,74.27,3.14,101.33
2025-09-20,5.3268,19.48,67.85,4.76,102.17
2025-09-21,4.6385,18.11,66.89,4.45,102.35
2025-09-22,3.6086,18.83,78.29,3.07,101.79
2025-09-23,4.4222,21.34,87.83,4.06,101.41
2025-09-24,2.1451,21.32,93.9,2.66,101.5
2025-09-25,1.8607,21.74,96.9,5.15,100.93
2025-09-26,4.5564,22.07,87.96,2.48,100.81
2025-09-27,-999.0,21.34,82.76,2.45,101.29
2025-09-28,-999.0,-999.0,-999.0,-999.0,-999.0
2025-09-29,-999.0,-999.0,-999.0,-999.0,-999.0
2025-09-30,-999.0,-999.0,-999.0,-999.0,-999.0
2025-10-01,-999.0,-999.0,-999.0,-999.0,-999.0
